ID,Inventor,Recency,Frequency,Monetary
25405,韦邦国,1239,1,0.8079633186946665
25406,马吕斯·布林克曼,185,1,0.8409929227813371
25407,马欣玉,556,1,0.7932706457651902
25408,高尚兵,308,7,0.5229713685971026
25409,高恩壮,605,1,0.5210706143342776
25410,高慧,847,1,0.8431658641765691
25411,魏跃,521,2,0.4512110774934016
25412,鲁恒宇,409,1,0.6870725313147369
25413,鲁斌,357,2,0.33606601603320196
25414,黄德福,84,2,0.6007829680927479
25415,黄志鹏,73,2,0.42546547158310044
25416,黄惠,1043,1,0.35551172195542663
25417,黄进,266,1,0.33355948696867266
25418,龙艳花,882,1,0.5706228938231234
25419,龚轶凡,343,1,0.5418011240042613
25420,T·奥唐奈,252,2,0.43886682598985466
25421,U·P·穆达里戈,1991,3,0.5150257506179221
25422,V·D·阮,1004,1,0.37647766503375507
25423,万凯林,1260,2,0.5458032359076097
25424,三上学,168,1,0.9256759315385422
25425,三浦直树,966,1,0.4783136895790017
25426,上村一树,1617,2,0.3546454103870652
25427,丛若男,1200,1,0.3292595928073811
25428,严在君,787,1,0.6818982087472771
25429,中山春希,623,2,0.5541375606323086
25430,中川真志,591,2,0.34743845311382715
25431,丹尼尔·J·施耐德,710,1,0.9446675120970723
25432,乔少华,423,1,0.8441755789671405
25433,今川制时,721,1,0.340732374097373
25434,付英健,1305,1,0.38203918575609097
25435,付赓,374,2,0.32516126734829853
25436,何家瑞,1991,1,0.5154672958524235
25437,何永明,637,1,0.7133346516091211
25438,余翔宇,147,1,0.36524374686945227
25439,倪浩杰,119,1,0.427832642265724
25440,傅少青,381,1,0.34822828271502826
25441,傅泽禄,1396,1,0.40865581406949875
25442,冈村晖久夫,2187,1,0.3471628768454936
25443,冯冠植,290,2,0.46801433432269296
25444,刘宜明,364,4,0.41772836388499324
25445,刘广忠,2439,2,0.5939722522740158
25446,刘志华,619,2,0.6095164518718226
25447,刘成军,665,1,0.7571411114011932
25448,刘文军,1438,1,0.3257119874117304
25449,刘昊霖,966,1,0.36488506985350705
25450,刘明,175,26,0.40479021641534546
25451,刘春,157,9,0.5310376817591608
25452,刘波,56,6,0.5589323747680951
25453,刘海峰,1914,1,0.6506999776630786
25454,刘维,448,1,0.37070212684541987
25455,刘进进,1410,1,0.5220314560007636
25456,刘鑫,73,2,0.3466912042386947
25457,刘黎明,364,1,0.4398858870633273
25458,加里·威廉·小欧克利,787,1,0.4301569953102959
25459,卢兰琦,668,1,0.32659850020862474
25460,史小冬,661,1,0.35815674335243736
25461,吕伟,1270,1,0.36476938736574743
25462,吕森,24,1,0.9508728191500628
25463,吴佳杰,1477,2,0.3364789107140921
25464,吴凯,210,2,0.3754956104021475
25465,吴志远,1442,1,0.3775093315359532
25466,吴文欢,1186,1,0.36912008700714405
25467,吴楠,101,27,0.45731547903236786
25468,吴长华,1004,2,0.6462269948882704
25469,周卓立,675,1,0.3275835050384753
25470,周圣军,808,1,0.6448516798233731
25471,周子韧,665,1,0.5409470883482594
25472,周彦,157,3,0.3878350513006372
25473,周志荣,1606,2,0.41251315997266247
25474,周晶,304,1,0.3836145980603512
25475,周汝意,3068,1,0.46505482629598804
25476,周福才,1883,1,0.6374613156650935
25477,周绥平,147,1,0.8879034264750895
25478,周雄鹏,1774,1,0.3326508934268707
25479,唐得志,1015,5,0.3917984053093877
25480,唐湛,87,1,0.7406427204637165
25481,大野翼,332,2,0.645336867256169
25482,孔令龙,1610,1,0.6450880504005235
25483,孙兆聪,409,2,0.624989759696765
25484,孙志民,749,1,0.3714601585815693
25485,孙思远,115,1,0.47032191882022895
25486,孙雪华,2942,1,0.35278681956838703
25487,孙雪峰,759,1,0.34278535171891955
25488,安乐,903,1,0.3137577794407482
25489,宋　志华,1272,1,0.40957016893893405
25490,宋伟红,598,1,0.9624461829958916
25491,宋友奎,1501,1,0.39150345037676776
25492,宛伟,409,1,0.34880979426917885
25493,宣燮姬,1970,1,0.3169543498017285
25494,寿波,871,1,0.31155697568775687
25495,山本壮洋,2026,1,0.5677261353463605
25496,康晓旭,364,2,0.5342890966999393
25497,张云洲,59,2,0.41050877635042893
25498,张国柱,2198,1,0.396133249940258
25499,张天宇,126,1,0.8451659895412236
25500,张婧,4776,1,0.594414455894403
25501,张子恒,178,1,0.32645147692002335
25502,张守俊,1050,3,0.5483405164345804
25503,张建敏,1568,2,0.4907429633117777
25504,张扬,588,3,0.42712106291801083
25505,张文星,1729,2,0.48031554727641557
25506,张灿,35,1,0.3690782397323249
25507,张璋,1788,2,0.6833894241941658
25508,张舒,945,2,0.49697987234089924
25509,张蓉,42,7,0.4533643538741372
25510,张雄,147,6,0.4591879174884323
25511,徐开庭,161,2,0.39285779377702024
25512,徐暄翔,997,2,0.3667780099898169
25513,徐柱,980,1,0.32695085534812685
25514,徐梦圆,150,1,0.46566375250863923
25515,敖道业,518,1,0.3361464834840057
25516,方利卡,563,4,0.4070980884755673
25517,方炜豪,703,1,0.9942166754890278
25518,明安龙,339,1,0.3584599827291772
25519,普拉米塔·米特拉,1470,4,0.4230391180649423
25520,朝比奈直美,1386,2,0.3568358944670854
25521,朱俊青,1169,1,0.7841219728820343
25522,朱宗云,126,1,0.47240964207798597
25523,朱星,94,1,0.3503770908614811
25524,朱永芸,119,2,0.33084390295808963
25525,朴满福,2942,1,0.3443862434550308
25526,李世军,784,3,0.5837946986294716
25527,李世轩,1344,2,0.3272537703463929
25528,李华图,343,1,0.44071055021902955
25529,李厚志,787,2,0.47251222192909514
25530,李基拓,301,1,0.3709721345676604
25531,李子婷,448,1,0.3334920974410508
25532,李宰雨,2152,1,0.9261935880591484
25533,李广辉,2949,1,0.6257075954275642
25534,李慧君,1043,1,0.37489094600183603
25535,李文新,913,2,0.6488923244667985
25536,李英大,742,7,0.42442964312527387
25537,李辉,24,11,0.5307099014746348
25538,李進源,1684,2,0.39076515261433425
25539,李金生,1687,6,0.42552999587988993
25540,李龙龙,920,1,0.7648532066867142
25541,杜会祥,1218,2,0.592619901089372
25542,杨健健,154,1,0.32248933332866336
25543,杨森,119,2,0.34657770741455607
25544,杨正才,105,10,0.42370833284463777
25545,杨良义,1197,2,0.36421458606229895
25546,杨钰潇,2079,1,0.319643979114126
25547,松下嘉光,1347,1,0.8881389988261313
25548,林孝同,119,3,0.7569659529336915
25549,林广栋,504,1,0.44440351400241795
25550,查富生,1963,1,0.8033643141320121
25551,查美丽,31,1,0.3353989139823996
25552,柴锐,1659,1,0.37184770933963224
25553,树明亮,1557,1,0.6167134400885648
25554,梁煜,493,6,0.4580025906863874
25555,梁雄林,1473,1,0.37935935600046844
25556,森直树,192,5,0.49379723900406935
25557,武明义,1393,1,0.3595044718698623
25558,毛世鑫,987,3,0.3834532197744301
25559,永田胜己,287,1,0.5372544723388968
25560,汪星星,126,4,0.4660964483417897
25561,洪云杰,574,1,0.33293645677773576
25562,洪家高,1060,1,0.5042437489964103
25563,渡部正志,266,1,0.3132198624454705
25564,熊健,339,2,0.3287099685854423
25565,王兴伟,283,2,0.3791417499825355
25566,王卓君,469,2,0.5747611350814188
25567,王大槐,2578,5,0.4683639394937142
25568,王子超,423,1,0.38903785490664566
25569,王宇,0,20,0.4836809152553623
25570,王宏明,672,2,0.37963130220864694
25571,王建军,623,2,0.42438982949116444
25572,王扬斌,1428,1,0.322999904261512
25573,王振培,290,3,0.3864688109648245
25574,王文博,129,1,0.3440096631173377
25575,王辰昊,574,1,0.3328687767275634
25576,王道金,1018,1,0.5286649398699966
25577,王飞鹏,1841,1,0.33405058300229246
25578,瑞恩·西科尔斯基,1662,1,0.8044527867944007
25579,甘蜜,560,1,0.3132302720222039
25580,白天,637,2,0.3639826360425248
25581,白石真一,658,1,0.5105418625356174
25582,皮从明,633,9,0.48581597499096696
25583,石柳,2065,1,0.835253288767547
25584,石鑫,1225,1,0.32518249064698973
25585,秦坤朋,192,1,0.33212963846550286
25586,程晶,420,1,0.6621791467255621
25587,稻田宽,1463,2,0.3562305707712913
25588,穆罕默德·艾哈迈德,2285,1,0.6473380851187602
25589,管博,490,2,0.4415221058872375
25590,綦科,1802,3,0.530340964945735
25591,纳伦德拉·帕蒂达,591,1,0.7226432248080414
25592,缪存孝,339,1,0.9118938479648393
25593,罗卿,1239,2,0.36992551570160476
25594,罗彭沪京,2369,1,0.5756291428617271
25595,耶罗默·博勒佩尔,434,1,0.4541470807585908
25596,肖百卉,854,1,0.32723577473163173
25597,胡学敏,1050,1,0.6868856789908204
25598,胡朝阳,147,2,0.5876276087840483
25599,胡永忠,2935,2,0.38096073254959
25600,胡稼悦,308,2,0.3813784486802332
25601,舒敏,1151,2,0.5074258428271743
25602,艾伦·萨尔马西,2037,1,0.34454430484925797
25603,芮广亚,2488,1,0.9616857247776356
25604,范欣,994,6,0.5945074386543423
25605,莫崇帅,787,1,0.9997442095427702
25606,葛航,1358,1,0.7554556162537455
25607,蒋鹏飞,721,1,0.3515470942699747
25608,蔡纪勇,385,4,0.44442150503295497
25609,袁沛贤,91,1,0.6403314380140028
25610,裴博润,966,1,0.4710118653083004
25611,许胜锋,553,1,0.39144468181346753
25612,谢健,248,1,0.5101258239777748
25613,谭杰,619,1,0.31959402533952286
25614,贺丽君,1263,1,0.707268107427759
25615,贺涛涛,49,1,0.5016969388697382
25616,贾志文,315,1,0.31965629625584413
25617,贾舒阳,1176,3,0.5418607139860261
25618,赵殷亨,1827,5,0.5943800103076007
25619,赵辉,3,4,0.41830639844064954
25620,邓艳,217,1,0.3414581320219542
25621,邢康,577,2,0.6968950684071404
25622,郄广,577,1,0.35021842130396585
25623,郑千帆,857,1,0.44560141826771477
25624,郑少武,185,3,0.3629450067184294
25625,郑见福,185,2,0.6197768419440041
25626,郑鹏,738,1,0.587850302186944
25627,郭志奇,784,1,0.36155343364952885
25628,郭清龙,1813,2,0.5405393682927883
25629,郭艳红,1284,1,0.44831349681503513
25630,金南均,861,1,0.6327124657625853
25631,金承炫,742,1,0.32103976680505225
25632,金绍勋,52,1,0.34731104414363256
25633,铃木政康,178,4,0.47760063811860665
25634,闫少霞,119,1,0.7642856280550967
25635,阳钧,126,1,0.3866134229702355
25636,陈健辉,416,1,0.4517482621111541
25637,陈单啇,2858,1,0.8663706062854494
25638,陈彩莲,721,1,0.9662317910381073
25639,陈文丰,2126,1,0.3112633182685386
25640,陈旺旸,119,1,0.3202860035883041
25641,陈昊亮,1526,1,0.34773760431199463
25642,陈朝杰,1953,1,0.5574609326731144
25643,陈玉萍,644,1,0.34751783773056544
25644,陈键勇,665,1,0.46350702233178365
25645,陈靖东,1816,1,0.35281539256311284
25646,陈鹏宇,164,2,0.4596994234781294
25647,青山宽,581,1,0.39132727197164097
25648,韦博,717,1,0.4937706680623139
25649,顾强源,1088,2,0.33072768906041805
25650,马仁敏,1491,1,0.33675516349548346
25651,马奉林,227,3,0.4118588894165423
25652,马正方,5007,1,0.415996462576372
25653,马然,493,4,0.5028635095800772
25654,马蒂亚斯·本特森,5063,1,0.5438960834346684
25655,马里恩·L·基亚泰洛,1802,2,0.5354408618220925
25656,高国鑫,840,1,0.6861766128289507
25657,高峰,507,5,0.41890032054772625
25658,高胜,1270,2,0.43669671159318496
25659,鲁守卿,1022,1,0.33479610138724736
25660,黃筱晴,101,1,0.8288658797904257
25661,黄泽茵,924,1,0.50040007919225
25662,黄猛,234,2,0.6237279073730161
25663,黄震山,434,1,0.31127398088281605
25664,S·巴尔贝利斯,1417,1,0.7150384579748961
25665,S·莫林,154,1,0.30436361231855585
25666,W·金茨勒,542,2,0.4759215150945172
25667,Y·阿佩尔,1456,1,0.35840075319551873
25668,严宏,94,2,0.4638422737026223
25669,中川裕义,3796,1,0.6079229828670809
25670,中村充,1732,1,0.39505109702822705
25671,乔国泰,815,1,0.6402439928397853
25672,于宝成,2005,1,0.5268571682844111
25673,亚伦·德朗,49,1,0.7525274585752059
25674,今井规夫,2627,1,0.8049261349033362
25675,付圣,1025,1,0.3396207761396583
25676,代堃鹏,591,2,0.46040241693898787
25677,代蒙蒙,689,1,0.9475365340838451
25678,任万东,1172,1,0.5089326492505526
25679,伦纳德·卡伯格约哈德,700,1,0.32288839500454763
25680,佐原彻,119,4,0.37767704102889427
25681,何仲夏,1323,2,0.5942282947982839
25682,何茜,1494,1,0.5
25683,何顺兰,4055,4,0.35387326070392416
25684,倪捷,1445,1,0.3130994605922196
25685,冈田基,1424,1,0.8645829653892779
25686,凌政锋,416,1,0.6520601095828986
25687,刘伟雄,1015,1,0.32851006220303847
25688,刘传富,1386,1,0.43049419445562737
25689,刘兴亮,350,3,0.4399005070841468
25690,刘军,21,14,0.47106835685711007
25691,刘延飞,252,1,0.34403635431676566
25692,刘心刚,448,2,0.4718505174441731
25693,刘志永,1323,1,0.3381665986365676
25694,刘林林,637,1,0.48006191715797
25695,刘维维,80,4,0.3788220586352746
25696,刘震,878,2,0.3722900434119072
25697,刘顺,332,2,0.5491814579696004
25698,向剑文,262,2,0.6303222169519422
25699,吕蕾,1347,1,0.6682952967060286
25700,吴学明,924,1,0.7205301659592867
25701,吴成东,808,1,0.34949697751682285
25702,吴永,126,1,0.8940624768949835
25703,吴轶凡,752,2,0.5185704622002942
25704,吴金刚,1179,2,0.3328858240134364
25705,周易,52,6,0.4759841146977543
25706,哈费德·埃尔埃迪瑞斯,1078,1,0.35351744510004557
25707,唐和国,2425,1,0.39433013938324407
25708,商志猛,1211,2,0.40425619149766046
25709,埃文·罗杰斯,297,2,0.6749590453557893
25710,埃米利亚诺·卡尔吉曼,686,2,0.7467058736287061
25711,埃雷兹·阿卢夫,938,1,0.35674717899075076
25712,大辻信也,1144,2,0.5145047994333257
25713,奥利弗·雷,346,6,0.5409802628123078
25714,姚元博,570,1,0.3321250601465002
25715,姚兴华,1242,1,0.33982995393652765
25716,姚萍,3236,1,0.33469478640450673
25717,姜银台,1774,6,0.39702631905932845
25718,孔麒嘉,196,1,0.4079397549838554
25719,孙中阳,133,2,0.3832600592189876
25720,孙忠潇,1477,1,0.3836221216510837
25721,孙雨,66,2,0.7519369427519853
25722,季佳松,969,1,0.8782437745695502
25723,安东·伊戈列维奇·维泽洛夫,1106,1,0.42828683640326465
25724,安书鹏,252,1,0.3181472129478146
25725,安晓鹏,1316,1,0.39494329045991716
25726,宋克扬,2191,1,0.3317276789791083
25727,宋承桓,1022,2,0.6636576016966866
25728,宣智渊,1050,3,0.5643058205582603
25729,崔情娥,189,5,0.6530123570369407
25730,巫家志,395,1,0.3344770220234597
25731,市川朋芳,843,1,0.4852162149149816
25732,库浩华,1603,1,0.34556102389104315
25733,应永华,420,1,0.3293742094682096
25734,廖清平,808,1,0.36228247881338493
25735,廖湘荣,2464,1,0.413210676754299
25736,张吉康,542,6,0.4597588134834767
25737,张幽彤,910,2,0.4476525673869459
25738,张建博,133,2,0.3537650189969316
25739,张忆文,119,2,0.5710216572698266
25740,张慧永,504,1,0.5023564063915636
25741,张文杰,31,3,0.5862534910228686
25742,张玉鑫,112,1,0.355171438874323
25743,张站朝,738,1,0.9663805437889957
25744,张翊恒,206,3,0.5131441565919862
25745,张衍平,10,1,0.4597668591318928
25746,徐晶晶,315,2,0.6409498012711593
25747,徐杰,584,5,0.569055764407535
25748,徐林浩,94,2,0.3717110630490115
25749,房晓辉,1578,1,0.3389509799017623
25750,才宇,973,3,0.36573740579642156
25751,文贤奎,647,1,0.3096655709298324
25752,施发园,1746,1,0.3910530744034426
25753,施媛媛,1004,1,0.32584016529107995
25754,曹晓明,2620,1,0.32841746131275007
25755,曹晖,486,6,0.5256461063722002
25756,曹立波,2054,2,0.3844858588272373
25757,曹立言,738,1,0.4111420466268837
25758,曾婕,1701,1,0.35713178267292356
25759,望运虎,1008,1,0.5074983603266644
25760,朱宏斌,1802,1,0.4538162856408455
25761,杉山聪,693,2,0.5000512391872421
25762,李一丁,1018,1,0.35582333597461147
25763,李嘉骏,9578,1,0.6148904155535273
25764,李奇奇,591,3,0.40599793355628
25765,李成龙,1648,1,0.9120155219748116
25766,李支园,273,2,0.3290101840036417
25767,李文静,119,1,0.3144928712327146
25768,李明航,4055,1,0.35897043213460056
25769,李松斌,2040,1,0.39811992115646366
25770,李洪祥,1610,1,0.563526065715934
25771,李秀知,990,1,0.5183752098141154
25772,李肯立,66,2,0.32538930488857354
25773,李蔚清,1099,1,0.4670322694851782
25774,李金鹏,381,2,0.4733641885491784
25775,杨人毅,1533,1,0.8242852364452099
25776,杨双全,714,1,0.35071732163921243
25777,杨坤,458,14,0.49643375139586804
25778,杨威,45,13,0.5159566969983319
25779,杨子江,259,2,0.6313190775121926
25780,杨文斌,322,2,0.4826466925709967
25781,杨正球,1218,1,0.9806424475951652
25782,杨镜,500,2,0.3488947540430285
25783,林宰完,1515,1,0.9900803090900337
25784,林良明,1312,1,0.32151864153676113
25785,林誉涵,66,1,0.3981333429045124
25786,查军,549,2,0.5849003074639889
25787,查晓强,420,1,0.33057474791853036
25788,桥本敦史,1106,1,0.6813255204695854
25789,桥本龙,1393,1,0.3391563259709384
25790,梁埈诚,287,1,0.33332659322201413
25791,梁宇恒,983,1,0.4798211712776396
25792,梁桂浩,1697,1,0.39183970665487605
25793,梁海英,2634,1,0.3155234817558799
25794,梁钗萍,2599,1,0.4943180155627849
25795,梅田谦吾,332,1,0.7152385235502787
25796,欧明辉,283,1,0.3216123403673812
25797,欧阳小军,140,1,0.36377472340906986
25798,段卫民,87,2,0.33240002519462847
25799,毛煜,129,1,0.3392636143093117
25800,江小威,42,92,0.513456064821342
25801,江铖,374,1,0.3318116684895716
25802,池田博昭,35,2,0.3687252638735273
25803,汪斯涛,2156,1,0.41871581593575163
25804,汪磊,66,2,0.3415471276031288
25805,汪禹辰,175,3,0.474600695244137
25806,沈力,290,2,0.5072148012516483
25807,泽布·巴伯,248,2,0.45231540897223677
25808,渡边浩志,2285,2,0.4620164169827199
25809,熊晏民,1022,1,0.34545182073527686
25810,熊焰,889,1,0.3478874187844821
25811,王书易,815,2,0.588567533136294
25812,王人杰,2369,1,0.7972532113065023
25813,王会新,3544,1,0.38812227323044945
25814,王冠钧,402,1,0.4153576540517334
25815,王国东,185,3,0.3508906794061975
25816,王宝锋,847,1,0.6296714240062429
25817,王岩,0,34,0.4551468249543611
25818,王志刚,164,6,0.34487337963835224
25819,王恒洲,308,1,0.3621890035542316
25820,王梓里,1960,1,0.4056573172297239
25821,王殿学,787,1,0.5891270779138873
25822,王永波,283,2,0.34413816398233543
25823,王洪凯,542,1,0.3469685036571839
25824,王滔,388,4,0.4068889651931552
25825,王秀伟,759,1,0.36680257676046174
25826,王立力,108,2,0.6265966257461817
25827,王肖萌,549,1,0.3256814839566244
25828,王阳东,1568,1,0.3463199014186546
25829,瑞安·M·哈恩伦,770,1,0.46830415723117974
25830,盛鲁宁,574,1,0.7641157309592094
25831,石川翔太,129,2,0.6701898053540336
25832,石立龙,2620,1,0.4096475911328723
25833,福本贤,2012,1,0.3871432793982324
25834,秦伦,1039,2,0.43741298385717065
25835,程佳,927,3,0.33100648845485653
25836,程光亮,665,6,0.5056344808801078
25837,程天宇,94,1,0.32241816682103375
25838,程汉,66,4,0.4934866412238358
25839,穆振东,973,1,0.27884451212153466
25840,窦阳,2093,1,0.7558912835336913
25841,维多利亚·拉科齐,1529,1,0.5131169246350058
25842,羊野,280,2,0.3757428831629569
25843,羽田秀生,1113,5,0.4460551196903042
25844,翟龙飞,1102,4,0.4848813635903596
25845,肖苹苹,1064,3,0.4262507055247597
25846,芦彦君,1932,1,0.410658167810872
25847,范云飞,700,1,0.6102850717113516
25848,范坤,906,2,0.5422970777230623
25849,草深薰,182,2,0.3252247555615071
25850,莫吉塔巴·阿卡万-塔夫提,350,1,0.8089536292460393
25851,菲利普·尼米克,3187,1,0.34616846596920126
25852,落合聡一,854,1,0.603032163807375
25853,董明涛,238,2,0.5992172338731669
25854,董红,3201,1,0.6052885225941304
25855,蒋国强,1718,1,0.37070590870239484
25856,蒋炜,304,1,0.3609251918074377
25857,蒋立伟,416,9,0.43981775321193584
25858,蓝世华,101,1,0.3923364553501676
25859,蔡尧,2310,1,0.5132141592546855
25860,蔡政英,994,1,0.3524008052799908
25861,藤本英臣,896,1,0.7180852776196708
25862,袁峻,665,1,0.776731111111636
25863,詹广正,2114,1,0.3489676293410179
25864,贠涛,913,1,0.5890842759547144
25865,贺集隆郎,553,2,0.6644167542486745
25866,贾体锋,1389,2,0.3758562137185161
25867,贾子翔,1620,1,0.8559313299556531
25868,赵泉,28,1,0.3306024900454279
25869,赵高士,360,1,0.4171713562733465
25870,路杨,518,1,0.5644431702725469
25871,邓杰夫,1235,1,0.5465473293640152
25872,邢家源,805,1,0.48036667742804623
25873,邹哈宏,1347,1,0.5162724366496145
25874,郑士选,4160,1,0.552174224058785
25875,郑弋源,24,1,0.4885944404698903
25876,郑振兴,2697,1,0.3583741932015623
25877,郑莉萍,413,5,0.4927599599801673
25878,郑雨瑨,2068,1,0.42123964727369995
25879,郝艳军,133,1,0.8306485040459098
25880,郭嘉,1221,1,0.5195519496712168
25881,郭泽琪,416,1,0.4476264307926601
25882,郭翔宇,819,1,0.36234243304486424
25883,郭锐,150,1,0.3072015628442959
25884,金井纪成,1498,3,0.5493428050118007
25885,金善敬,1428,1,0.47773924460784395
25886,金恒太,1725,1,0.3303288355442527
25887,金辰,1491,1,0.40800879476411184
25888,金雅庆,679,1,0.4440854787221035
25889,金雪英,1032,1,0.351424690090226
25890,铃木智裕,1337,1,0.47382995717511694
25891,陆丹申,2648,1,0.5412263776560808
25892,陆栎,1249,1,0.46157467057396445
25893,陈奔,308,1,0.7598773633445008
25894,陈家昆,1256,1,0.32149013551170535
25895,陈德灏,861,1,0.34072305532501324
25896,陈怡娇,875,1,0.3334178052228851
25897,陈桦,1533,1,0.444223509976274
25898,隋伟,490,1,0.49104547762627604
25899,靳少华,234,2,0.38149004044360746
25900,靳普,122,2,0.4273630933549397
25901,须藤泰宏,1172,10,0.5109568656220984
25902,颂蓬·保罗·奥拉里希,2026,1,0.5417389174966046
25903,颜伟,2711,2,0.456435759216744
25904,颜志明,304,1,0.9082397374497906
25905,马光明,14,1,0.6129935398873073
25906,马场俊彦,1036,1,0.5343527700501988
25907,马德慧,556,1,0.6047914982312123
25908,马志华,619,14,0.42343958615641386
25909,马淞,308,1,0.9652760144189715
25910,马蒂亚斯·布伦斯特伦,500,1,0.8729494868850637
25911,高昌德,1767,1,0.3886590560959602
25912,魏新,469,1,0.3554122340079837
25913,魏贞民,1624,1,0.4421140898503523
25914,黄志强,56,3,0.5388928325512461
25915,黄春湖,686,2,0.5203639711669859
25916,黄水龙,1746,1,0.6387706529808647
25917,黄珍,5014,1,0.5461521379766903
25918,黄礼强,689,1,0.5474604653639225
25919,黄豪,276,10,0.5112027988167298
25920,S·曼达尔,490,4,0.5560055025660253
25921,S·萨富尔,1312,1,0.791880108496649
25922,W.张,3838,1,0.5747448391913165
25923,丁桦,7639,1,0.38995197693419537
25924,丁炳,38,1,0.7776749993996611
25925,丁鑫,1456,1,0.5318817208718505
25926,丛勇鹏,2079,2,0.5786250981428412
25927,丹尼斯·克里斯,63,1,0.34300569931625
25928,乔辰,532,2,0.3837808126976465
25929,于松毅,1396,1,0.9911303618693857
25930,于渊,1533,1,0.34706903826430785
25931,井上敏夫,770,1,0.3217321686261316
25932,井口贺敬,868,7,0.4293359019075101
25933,今津贵雅,528,1,0.3428005395415448
25934,付兵杰,1284,1,0.5
25935,仲维,1480,10,0.4207308793128681
25936,任肖强,280,1,0.3675513659211518
25937,何一超,157,3,0.46895707437295275
25938,何常鑫,35,1,0.8931106049660446
25939,何强,308,2,0.642132876579181
25940,何悦,808,2,0.4475903626140639
25941,克劳斯·奥格斯堡,147,1,0.3508937426396198
25942,克里斯托弗·黑尔帕,126,1,0.391932282914731
25943,冯笛,2306,1,0.9613189490209925
25944,冷搏,276,2,0.34046173897603815
25945,刘俊杰,518,1,0.7107475703693036
25946,刘冉冉,199,4,0.4915584940449682
25947,刘加玉,1368,1,0.45834615268122747
25948,刘卫文,136,2,0.8041848515030329
25949,刘学利,56,1,0.37065569781357205
25950,刘峻华,1018,1,0.390979712728703
25951,刘庆珍,602,1,0.3983805297399774
25952,刘志鹏,787,1,0.977889797039197
25953,刘放,1361,1,0.2822997854469074
25954,刘桐,234,2,0.3967629765182523
25955,刘永,4076,1,0.4191025696770112
25956,刘轶材,56,1,0.46000698496574555
25957,利維 優瑞,619,1,0.3356859905449341
25958,劳伦修斯·许贝特斯·玛格丽塔·施米茨,945,2,0.6192708834440782
25959,包金艳,563,1,0.44978242734056145
25960,区彦开,451,2,0.5731809746122802
25961,卢勳东,689,1,0.32230546094395895
25962,卢泽民,1130,2,0.4239965847776922
25963,史卫华,42,1,0.445708550693418
25964,史建波,700,1,0.33783311956035744
25965,史蒂文·顺多夫,1018,1,0.33265641173701616
25966,史迪芬　凯斯 STEVEN KAYS,5428,1,0.3441186061564331
25967,吴江铮,693,1,0.3965312913180855
25968,吴波,325,5,0.560251057811447
25969,吴登峰,241,4,0.43820128485756915
25970,吴立泉,434,4,0.5183422662723213
25971,周俊豪,21,1,0.46970216373149665
25972,周圆,63,1,0.3423641118418662
25973,周子晨,14,1,0.32522704860322105
25974,周建海,2005,1,0.6398862879576359
25975,周自成,248,3,0.720237989700386
25976,堤昭夫,1928,5,0.5689718075553591
25977,增田泰造,56,4,0.48340168003291606
25978,夏杨江,878,1,0.35591931658924697
25979,大方,304,2,0.6286494116919996
25980,姚伟国,2093,1,0.3335068975234584
25981,姚景茹,77,1,0.556994019162484
25982,姚纯纯,1039,1,0.9333531203830531
25983,姜亚东,332,1,0.44323105962778414
25984,孔伟伟,728,1,0.6743608100098324
25985,孔慧芳,80,4,0.4217721575026811
25986,孙伟杰,1473,1,0.6590409362424379
25987,孙冬,777,1,0.41807271011797215
25988,孙寿勇,749,1,0.7800147811559673
25989,孙璐,168,1,0.9435613953191313
25990,孟凡钰,315,1,0.3593570441146222
25991,宋培城,1200,1,0.33982514334092273
25992,小泽一嘉,357,1,0.6539910706375717
25993,尹会岩,833,1,0.9917387058135815
25994,尹晨辉,1484,1,0.8403939122355487
25995,屈云,1522,1,0.29251417388769396
25996,崔赈旭,2320,1,0.43436270854705533
25997,左志强,98,10,0.42493855820421517
25998,庞敏辉,140,1,0.3371066242537195
25999,庹新娟,1109,2,0.5462972588911796
26000,张伟锋,553,2,0.35030685040332077
26001,张元涛,1687,1,0.5
26002,张天生,339,1,0.33827500365813323
26003,张孝斌,633,1,0.7186322684324942
26004,张峥,329,1,0.5149423245833993
26005,张希俊,385,1,0.5445196850589693
26006,张建波,532,1,0.7509749501030306
26007,张思怡,269,1,0.5223066897611894
26008,张承政,483,1,0.5222614665982885
26009,张望舒,1592,1,0.5627514191389195
26010,张海洋,1123,2,0.4042653493318392
26011,张胜通,546,1,0.34679155112334326
26012,张雅琪,742,1,0.32500732481876893
26013,张韦嘉,189,2,0.4779047571725768
26014,彭湘平,1403,1,0.7303759406273066
26015,徐博文,437,1,0.606475182626546
26016,徐友,1141,1,0.9729051895772896
26017,徐荣完,994,1,0.30891551243973586
26018,成清,1060,1,0.3748134483506622
26019,房丰洲,266,1,0.4904820417904303
26020,托马斯·弗罗利希,1323,1,0.33335237346018
26021,斯蒂芬·格勒特施,735,2,0.36139744610161273
26022,方昌銮,2205,6,0.47265196324929876
26023,晏荣杰,584,2,0.38312619912415086
26024,曹申健,49,1,0.8079474268309741
26025,木山升,1785,1,0.3380562717929002
26026,朱乾勇,161,2,0.6283828798738029
26027,朱大炜,290,3,0.44108048648731923
26028,朱玉兵,805,1,0.3875751785121553
26029,朱璐,1368,1,0.340189231351135
26030,朱锐,693,1,0.38679506829869514
26031,朴智雄,322,1,0.4538791101717973
26032,李婷婷,52,1,0.38074615511028437
